Наименование;Агент;Широта;Долгота;СуммаПродаж;КоличествоДокументов;ПериодС;ПериодПо
"Гастроном "Жданова". г.Дербент ул. Фермерская 6. 8928 805-77-72 - Земфира";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.080231;48.273040;383 830.00;16;2026-02-01;2026-05-31
"Гастроном "Зина", г. Дербент, ул. Мусы Манарова 4   т. 8 964 016 98 67";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.069228;48.283595;70 439.00;6;2026-02-01;2026-05-31
"Гастроном "Зоя", с. Чинар, ул. Ленина 2  (до Даг.Огни)  т. 8 928 286 32 24";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.109563;48.145107;19 393.00;4;2026-02-01;2026-05-31
"Гастроном "Исаев" г. Дербент ул. Градостроительная 19а т. 8 989 444 52 38 Тамерлан  ";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.069749;48.285431;2 669.00;1;2026-02-01;2026-05-31
"Гастроном "Ислам", с.Геджух, ул.Советская 37 (недалеко от "Пятерочки")   т. 8 986 333 00 03  Фатима";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.127013;48.063760;31 868.00;2;2026-02-01;2026-05-31
"Гастроном "Ичим" г. Дербент ул. Ханмамедова 17/1 т. 8 928 502 98 78 Валида";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.067757;48.286717;14 357.00;3;2026-02-01;2026-05-31
"Гастроном "Карусель", г.Дербент, ул.Расулбекова 13  т. 8 928 277 49 71  Надыр";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.085141;48.286245;36 083.00;3;2026-02-01;2026-05-31
"Гастроном "Каспий", с.Геджух, ул.Молодой Гвардии 14  8 903 428 67 69  Нусрет";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.153194;48.107194;132 571.00;14;2026-02-01;2026-05-31
"Гастроном "Континент",  г. Дербент, ул. Х.Тагиева 37  т. 8 964 015 21 30";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.066022;48.294054;21 675.00;3;2026-02-01;2026-05-31
"Гастроном "Копеечка", г. Даг.Огни, ул. Революции 50  т. 8 932 440 42 12  Зухра";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.066022;48.294054;16 986.00;5;2026-02-01;2026-05-31
"Гастроном "Крым" г.Дербент ул.345 ДСД 19 (кон. маршр. №3)";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.076762;48.289796;199 907.00;14;2026-02-01;2026-05-31
"Гастроном "Куплет", с. Чинар, ул. Чкалова (рядом с банкетным залом)  т. 8 989 487 26 19  Демир";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.104944;48.141088;41 099.00;3;2026-02-01;2026-05-31
"Гастроном "Курбан" г.Даг.Огни ул.Луначарского 4А, т..8988-637-57-44";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.115403;48.191409;73 727.00;4;2026-02-01;2026-05-31
"Гастроном "Курбан" Кайтагский р-н с.Маджалис ул.Хунгиянская т.8909 201 01 62";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.109103;47.811893;36 602.00;2;2026-02-01;2026-05-31
"Гастроном "Лидер", г.Даг Огни, ул.Валентина Эмирова 70  т. 8 993 777 77 91  Дилара";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.115108;48.175722;497 429.00;17;2026-02-01;2026-05-31
"Гастроном "Магмус" г.Дербент ул.Гагарина 73";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.073420;48.273969;135 397.00;5;2026-02-01;2026-05-31
"Гастроном "Маджалис" Кайтагский р-н с.Маджалис ул.Больничная 8 т.8951 980 82 09 Басират ";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.119531;47.830899;449 872.00;16;2026-02-01;2026-05-31
"Гастроном "Мальвина", г.Даг.Огни, ул.Р.Гамзатова  (напр."Эконома" Леенина)  тел.8964--049--32-72";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.088018;48.276209;37 472.00;2;2026-02-01;2026-05-31
"Гастроном "Манго" Кайтагский р-н с.Родниковый ул.Шоссейная 1 т.8960416 60 18 Магомед ";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.149674;47.944785;191 545.00;16;2026-02-01;2026-05-31
"Гастроном "Меркурий" г.Дербент ул.Оскара 28";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.069758;48.290530;57 358.00;4;2026-02-01;2026-05-31
"Гастроном "Мини-Маркет", г.Даг.Огни, ул. Меджидовых 27  т. 8 909 486 16 67";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.121237;48.168635;56 089.00;13;2026-02-01;2026-05-31
"Гастроном "Мир", ул. Калинина 98, г. Даг. Огни, т. 928 047 54 44";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.110180;48.181280;228 271.00;15;2026-02-01;2026-05-31
"Гастроном "Над кольцом" г. Дербент ул. Гагарина 25 т. 8928 807 40 88 ";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.066170;48.286623;9 898.00;2;2026-02-01;2026-05-31
"Гастроном "Наида" г.Дербент ул.Гагарина 100";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.081460;48.262057;9 897.00;1;2026-02-01;2026-05-31
"Гастроном "Нариман", с. Геджух, ул. Советская 37   т. 8 961 594 65 61";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.127423;48.064639;157 283.00;9;2026-02-01;2026-05-31
"Гастроном "Норма",  г.Дербент,  ул.Генерала Сеидова (кон. маршр. №13 АЗС)";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.083457;48.293576;78 351.00;8;2026-02-01;2026-05-31
"Гастроном "Овощи фрукты" г.Дербент ул. 345 Д.С.Д 17г. т. 8 928 552 96 19";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.074812;48.291115;178 106.00;13;2026-02-01;2026-05-31
"Гастроном "Огород",  г. Дербент, ул. Х.Тагиева 33И  т. 8 989 673 19 68";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.084119;48.293416;176 594.00;5;2026-02-01;2026-05-31
"Гастроном "Опт-склад" г. Дербент ул. Готфрида Гасанова 89 т. 8 963 373 72 56 Али ";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.068112;48.296738;104 359.00;3;2026-02-01;2026-05-31
"Гастроном "Парус", с. Татляр, ул. Шоссейная 29,  Дербентский р-н,   т. 8 964  013 33 54";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.241937;47.998060;47 375.00;2;2026-02-01;2026-05-31
"Гастроном "Перекресток" (возле "Апреля")  ул. Г. Гасанова 1, г. Дербент / Эльза -  8 9285524373";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.063867;48.293529;215 751.00;11;2026-02-01;2026-05-31
"Гастроном "Престиж". г. Даг Огни. ул. Николаева 2 (ряд с.Вегас) т. 8928 834 88 84 Габиб";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.066026;48.294043;51 621.00;9;2026-02-01;2026-05-31
"Гастроном "Продукты" г.Дербент ул.Гагарина 100";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.076496;48.269549;116 474.00;10;2026-02-01;2026-05-31
"Гастроном "Продукты" г.Дербент ул.Рыбникова";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.074960;48.289972;6 238.00;1;2026-02-01;2026-05-31
"Гастроном "Продукты", г.Даг Огни, ул. Революции 43  т. 8 928 582 00 11";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.111868;48.198941;130 626.00;10;2026-02-01;2026-05-31
"Гастроном "Руслан", г.Дербент, ул. Шахбазова 67  т. 8 928 514 33 21";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.065763;48.287385;13 332.00;2;2026-02-01;2026-05-31
"Гастроном "Рыбный Порт" г. Дербент ул. 345 ДСД 8 т. 8923 666 61 90 Яхья ";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.066140;48.295055;33 886.00;2;2026-02-01;2026-05-31
"Гастроном "Семерочка" пос.Мамедкала ул.Горького  т.8-903-429-28-21(Зухра)";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.169798;48.121245;232 393.00;13;2026-02-01;2026-05-31
"Гастроном "Тарана" г. Дербент. ул. Приморская 14 т. 8928 046 47 74";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.076025;48.297337;9 961.00;2;2026-02-01;2026-05-31
"Гастроном "Тимур" с.Геджух ул.Советская 37, т..8963-793-69-39 Зейнеб";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.127415;48.064897;165 119.00;18;2026-02-01;2026-05-31
"Гастроном "Триумф". ул. Калинина 70, г. Даг. Огни / Марат - 988 787 80 47";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.111301;48.182569;152 737.00;14;2026-02-01;2026-05-31
"Гастроном "У Зайки", с. Геджух, ул. Зои Космодемьянской 11   т. 8 967 444 44 97  Эльмира ";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.126178;48.060796;117 514.00;7;2026-02-01;2026-05-31
"Гастроном "Умка" Даг Огни ул. Р. Гамзатова 45 т. 8964 024 78 07 ";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.109492;48.208676;70 991.00;4;2026-02-01;2026-05-31
"Гастроном "Финик" пос. Мамедкала ул. М Горького 15 т. 8988 789 80 29 Заур";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.066026;48.294043;90 798.00;3;2026-02-01;2026-05-31
"Гастроном "Фруктовик", пос. Мамедкала, ул. Мира 56  т. 8 989 492 58 88  Арсен";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.065990;48.293988;20 149.00;4;2026-02-01;2026-05-31
"Гастроном "ХозМаг", Дербентский р-н, с.Сабнова (выше "баракат, 100м слева)  т. 8 989 864 16 14 Севда";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.083305;48.247417;77 359.00;6;2026-02-01;2026-05-31
"Гастроном "Центральный" г.Дербент (сев.пост)";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.081318;48.261505;375 762.00;17;2026-02-01;2026-05-31
"Гастроном "Цугни", г. Дербент, Северный пост, т. 8 988 204 22 78  Белла";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.067308;48.289368;60 385.00;6;2026-02-01;2026-05-31
"Гастроном "Эконом" пос.Дружба ул.Ленина 8-967-396-86-11";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.052045;48.294848;269 489.00;10;2026-02-01;2026-05-31
"Гастроном "Эконом", г.Дербент, ул. Х.Тагиева 22А   т. 8 928 517 66 62";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.083399;48.293621;961 903.00;32;2026-02-01;2026-05-31
"Гастроном "Элит", пос. Дружба, ул. Дахадаева 21 (до Джимикентского поста)  т. 8 966 769 99 43";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.243189;48.005244;567 790.00;17;2026-02-01;2026-05-31
"Гастроном "Эллада",  г.Дербент, ул.Прикаспийская 43   т. 8 967 399 55 00";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.076560;48.295776;311 179.00;21;2026-02-01;2026-05-31
"Гастроном "Эльдорадо" г.Дербент ул.Шамиля 32А";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.069274;48.283841;702 663.00;23;2026-02-01;2026-05-31
"Гастроном "Эсмира" (Афганец) гДаг- Огни ул.Кирова 25,т..8964-024-13-20";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.102979;48.204329;126 839.00;9;2026-02-01;2026-05-31
"Гастроном "Яблоко" Кайтагский р-н с.Родниковое ул.Шоссейная 14 т.8927 072 22 26 Альбина";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.066026;48.294040;53 702.00;8;2026-02-01;2026-05-31
"Гастроном "Яблочко" Кайтагский р-н с.Маджалис ул.Санчинская 22 т.8964 798 19 94 Радмила";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.128732;47.836186;298 689.00;12;2026-02-01;2026-05-31
"Гастроном "Яраг", г. Дербент. ул. 345 Д.С.Д. 15б. т. 8928 869 30 89 Рафидин";"ТПР Абумуслимов Зияудин (нд - Дербент)";42.074070;48.291793;14 578.00;2;2026-02-01;2026-05-31
